StartDate,EndDate,Duration (in seconds),RecordedDate,Q258,welcome,osviq-spatial-1,osviq-verbal-1,osviq-spatial-2,osviq-verbal-2,osviq-spatial-3,osviq-object-1,osviq-spatial-4,osviq-verbal-3,osviq-verbal-4,osviq-spatial-5,osviq-object-2,osviq-object-3,osviq-object-4,osviq-spatial-6,osviq-object-5,osviq-verbal-5,osviq-spatial-7,osviq-object-6,osivq-catch-1,osviq-verbal-6,osviq-object-7,osviq-verbal-7,osviq-verbal-8,osviq-object-8,osviq-verbal-9,osviq-spatial-8,osviq-object-9,osviq-spatial-9,osviq-verbal-10,osviq-object-10,osviq-spatial-10,osviq-spatial-11,osviq-spatial-12,osviq-object-11,osviq-object-12,osviq-verbal-11,osviq-verbal-12,osivq-catch-2,osviq-verbal-13,osviq-spatial-13,osviq-verbal-14,osviq-object-13,osviq-verbal-15,osviq-spatial-14,osviq-object-14,osviq-spatial-15,osviq-object-15,vviq1,vviq2,vviq3,vviq4,vviq5,vviq6,vviq7,vviq8,vviq9,vviq10,vviq11,vviq12,vviq13,vviq14,vviq15,vviq16,irq-visual-1,irq-visual-2,irq-visual-3,irq-visual-4,irq-visual-5,irq-visual-6,irq-visual-7,irq-visual-8,irq-visual-9,irq-visual-10,irq-verbal-1,irq-verbal-2,irq-verbal-3,irq-verbal-4,irq-verbal-5,irq-verbal-6,irq-verbal-7,irq-verbal-8,irq-verbal-9,irq-verbal-10,irq-verbal-11,irq-verbal-12,irq-ortho-1,irq-ortho-2,irq-ortho-3,irq-ortho-4,irq-ortho-5,irq-ortho-6,irq-ortho-7,irq-manipulation-1,irq-manipulation-2,irq-manipulation-3,irq-manipulation-4,irq-manipulation-5,irq-manipulation-6,irq-manipulation-7,irq-manipulation-8,irq-catch-1,phenomenology,phenomenology_6_TEXT,previousParticipatio,age,gender,gender_5_TEXT,handedness,immigrationStatus,vision,vision_3_TEXT,native-language,education,feedback-task,strategy-cat,strategy-open,feedback-general
2024-04-10 00:07:17,2024-04-10 00:19:38,741,2024-04-10 00:19:39,phobq0bx,64644ed2b5de22e1a016a11a,4,5,1,5,2,5,3,4,5,1,4,5,2,3,2,5,1,4,1,2,5,2,2,4,5,4,4,3,2,4,3,4,5,4,5,5,2,5,5,1,4,3,5,4,3,3,2,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,5,2,4,5,5,4,4,4,4,2,2,5,2,5,4,4,5,5,5,5,5,2,3,2,1,1,1,1,4,4,3,5,4,5,4,5,5,5,1,3,,2,33,1,,1,4,1,,1,2,How different people hold or imagine memories in their minds and what form their thoughts and memories take. What methods they use to think or recall or store information.,2,I just repeated the last words (only the part of the phrase with the two nouns) verbally in my head. ie 'duck in a pond. duck in a pond'.,
2024-04-09 23:58:28,2024-04-10 00:19:49,1280,2024-04-10 00:19:50,5tcod226,654ea8aa26f20afa1b90aaa6,3,4,2,4,3,4,3,3,4,2,4,4,3,4,3,4,3,4,1,2,4,3,3,4,3,2,3,4,3,4,3,3,4,4,4,4,2,5,4,2,4,3,3,4,4,3,5,2,3,3,2,3,2,3,3,2,2,3,5,2,2,2,3,5,4,4,4,3,4,3,4,4,3,5,4,3,4,4,4,4,4,4,4,3,4,2,2,3,2,2,3,2,4,5,3,5,4,4,4,5,1,3,,2,42,2,,1,4,1,,1,2,How different people think and remember.,1,I didn't answer no.,
2024-04-10 00:09:47,2024-04-10 00:20:53,665,2024-04-10 00:20:54,0u5p8zch,653bbab350e45b9738dce7a7,3,4,5,3,5,3,4,4,4,4,4,2,3,3,3,4,4,4,1,2,3,3,2,4,2,3,3,2,3,3,2,3,4,3,4,3,3,1,3,3,3,2,3,4,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,4,4,4,3,4,4,3,3,4,2,4,4,4,3,4,3,3,3,2,4,3,3,3,2,2,2,2,3,4,3,3,4,3,4,3,3,4,1,1,,2,35,2,,1,4,1,,1,2,Tools you use for memory and recalling,1,Answered yes,N/A
2024-04-10 00:10:27,2024-04-10 00:21:14,647,2024-04-10 00:21:15,zrqngp5b,65ae4eaa15de67d9e1608345,3,4,3,3,3,2,3,3,3,4,1,3,1,3,2,4,2,4,1,1,2,3,4,3,2,2,4,2,2,2,4,4,3,2,4,4,1,5,4,3,4,2,4,4,2,3,2,4,2,4,3,3,3,2,3,5,3,5,5,3,5,5,5,2,3,2,4,4,3,3,2,2,3,4,4,5,4,3,4,4,5,2,4,2,2,4,2,2,3,4,2,4,3,4,4,5,4,3,5,5,1,3,,2,29,1,,2,2,1,,1,5,Trying to distinguish between visual and auditory thinkers by analysing the reaction times between responding to a sentence vs an image,2,"Took in the sentence, then when I saw the image, decided whether or not that corresponded to what I just read. I think I ""converted"" the image to a word then checked if that matched the words I had just seen.",
2024-04-10 00:09:55,2024-04-10 00:21:15,680,2024-04-10 00:21:16,15slbl39,60fd9b1f9557d7bffbb5e6de,3,4,1,4,4,4,2,3,4,3,3,4,3,3,4,4,3,4,1,4,3,3,2,2,2,3,3,2,3,3,1,3,3,3,4,3,2,5,3,2,4,3,2,4,2,2,4,3,3,3,3,2,2,3,3,2,2,2,3,4,2,2,3,4,4,4,3,4,3,4,3,3,4,2,2,3,2,3,2,3,3,1,4,2,4,3,2,2,2,3,2,3,3,2,3,3,3,4,3,2,1,3,,1,29,1,,1,4,2,,1,4,Great nd enjoyable,1,NA,
2024-04-10 00:08:47,2024-04-10 00:21:36,768,2024-04-10 00:21:36,arq1b0k9,65e1f148af277cad2de83bde,4,5,2,2,4,4,2,3,3,3,5,5,2,4,4,3,2,5,1,1,3,2,2,4,2,2,5,2,2,4,5,4,5,3,5,3,1,5,3,2,4,4,1,4,4,4,4,5,3,2,3,2,5,4,2,5,5,5,5,3,3,5,5,5,5,4,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,3,1,1,1,3,4,4,5,5,4,5,4,5,3,5,1,1,,2,32,1,,1,4,1,,1,2,"the way people think, picture things and mentally work through things",1,na,
2024-04-10 00:02:44,2024-04-10 00:21:54,1150,2024-04-10 00:21:55,sj9hlz1l,5c319c5f10677f0001ddced8,4,4,2,5,3,5,2,3,4,2,5,4,3,4,4,4,2,4,1,2,5,4,2,4,2,3,4,3,2,4,4,4,5,4,5,4,3,5,4,2,4,4,3,4,4,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,5,4,4,5,4,5,5,4,5,4,4,3,3,4,3,5,3,4,4,5,4,4,4,5,4,5,1,1,,2,29,2,,2,4,1,,1,4,"I think the study was about using the initial activity to align with how people they ""see and hear"" things in their mind.",1,N/A,It would have been good to just go straight through the experiment rather than needing to go to another site to complete the second part.
2024-04-10 00:08:53,2024-04-10 00:21:57,784,2024-04-10 00:21:58,kqf1cndt,653a79ee361748065599e0c1,2,2,1,2,1,4,1,3,3,4,2,4,1,3,5,4,3,4,1,3,3,5,5,4,3,2,3,1,2,3,1,2,3,2,4,3,1,5,3,2,3,2,1,3,2,1,2,3,3,3,3,5,3,3,3,5,5,5,5,3,3,3,5,5,5,4,5,5,4,4,5,4,2,3,5,5,3,4,3,4,4,1,3,5,3,1,1,2,3,3,1,5,4,4,2,5,3,5,3,5,1,1,,2,31,1,,1,4,2,,1,2,It made me think about how my mind works in my day to day life,1,I answered yes,
2024-04-10 00:12:12,2024-04-10 00:22:22,610,2024-04-10 00:22:23,m85ewdm8,66106de7b3f2dbb98745308c,1,3,2,3,2,4,2,2,2,3,3,5,1,2,2,2,3,2,1,1,2,4,2,2,2,3,3,2,4,4,2,2,3,3,2,4,1,5,5,3,3,2,1,2,3,1,4,2,2,4,2,3,3,3,2,2,2,4,2,2,2,2,2,3,2,2,5,3,4,4,4,4,3,5,4,5,5,4,4,5,4,4,2,4,4,3,3,3,1,4,4,5,2,3,2,5,2,4,4,4,1,5,,2,32,1,,1,2,1,,1,4,How a person thinks visually or verbally.,1,I pictured it visually.,
2024-04-10 00:09:11,2024-04-10 00:22:33,801,2024-04-10 00:22:34,yu66f93s,653fb882219e8de666ff1ee4,1,4,4,1,4,2,3,3,2,4,1,2,1,1,3,3,3,2,1,1,1,3,2,4,4,4,1,1,3,1,1,2,3,1,1,4,3,5,4,3,3,1,2,1,1,1,1,4,2,1,4,4,2,2,4,2,4,4,4,1,4,4,1,1,2,1,2,3,2,2,4,1,5,4,5,5,4,4,3,4,4,4,4,3,4,1,1,1,1,1,4,5,1,3,2,4,1,1,4,3,1,5,,2,33,3,,1,4,1,,1,2,"How words and images are linked, and if there is a difference between people based on thinking style.",2,Mentally considering if the image shown matched the word I remembered.,
2024-04-10 00:09:15,2024-04-10 00:23:20,845,2024-04-10 00:23:21,bfgxpwd4,65bfcd7be3748fecb2718753,1,4,1,4,3,5,2,4,4,1,4,5,5,4,4,4,3,4,1,2,5,3,2,5,2,1,4,4,1,4,3,2,3,4,4,4,1,5,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,5,4,3,5,5,4,4,4,5,3,5,4,5,4,4,1,4,5,4,4,5,1,1,,2,24,2,,1,4,3,Wear glasses and contact lenses,1,4,"I think the study is about the way people visualise things in their brain that they've experienced, gathering data on the people who only see words or people who see pictures when thinking about people/objects in their brain",1,Answered yes,
2024-04-10 00:06:25,2024-04-10 00:24:57,1112,2024-04-10 00:24:58,muok5jft,6549709ad255d542b83e85b4,4,3,2,4,5,3,3,2,3,1,4,4,2,3,4,4,1,4,1,1,4,3,2,4,4,2,4,3,2,3,1,4,3,4,4,3,2,5,4,2,3,2,2,2,4,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,5,4,4,3,4,3,3,5,4,2,4,5,5,5,5,3,5,4,5,5,4,5,4,2,3,4,4,4,4,3,4,4,5,4,4,4,3,1,3,,2,37,1,,2,4,1,,1,5,"Different types of memory and learning styles (visual, spatial, auditory etc.)",1,n/a,n/a
2024-04-10 00:16:23,2024-04-10 00:25:21,537,2024-04-10 00:25:22,mj8d8c02,65c7a50ef9428763522fce56,2,5,1,5,3,4,3,5,5,2,5,5,3,2,4,5,1,5,1,1,5,5,1,5,5,3,5,1,2,4,1,1,5,2,5,5,2,5,5,2,1,4,5,1,2,1,5,3,3,5,2,5,5,5,5,5,2,3,3,5,5,5,5,5,5,5,3,4,5,5,2,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,1,5,5,1,5,1,4,1,3,5,4,1,1,,2,53,1,,1,4,1,,1,4,Perception of self,1,I answered yes,
2024-04-10 00:07:34,2024-04-10 00:25:27,1072,2024-04-10 00:25:28,zlnw3q3w,zlnw3q3w,3,5,1,5,2,4,2,4,5,2,5,5,5,3,5,4,2,5,1,5,5,5,1,5,1,1,4,5,4,5,5,5,3,4,5,5,3,5,4,2,5,5,4,2,5,4,4,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,1,4,5,5,2,1,5,1,3,1,5,5,1,1,,2,46,1,,1,1,2,,1,4,"thoughts and imagery. How i remember certain scenes which I do with pictures. 
How I think about people how they sound and what they look like.
The study was about how people see images and there perception about describing either by verbal or oral.",1,I answered yes ,This was interesting and made me thought about how I look at things and describe  them
2024-04-10 00:20:23,2024-04-10 00:25:46,322,2024-04-10 00:25:47,y0v9a2l6,5a7e592017ef3500017050ab,4,3,4,2,3,4,4,3,4,2,3,4,2,3,2,3,4,2,1,3,2,2,2,3,3,3,2,3,2,3,4,3,3,2,3,4,4,5,4,2,4,2,3,1,4,4,4,3,2,4,4,2,3,2,2,2,2,4,2,2,4,4,4,3,3,1,3,4,2,2,2,2,3,3,5,2,3,4,2,3,2,2,4,2,2,2,3,3,1,4,2,2,3,3,3,2,3,4,4,4,1,3,,2,38,2,,1,4,1,,1,6,Recalling images and words,1,I was visualizing the image in the sentence,
2024-04-10 00:15:38,2024-04-10 00:26:15,637,2024-04-10 00:26:16,7y632s0t,65a46bd1df11a18ab8055107,3,5,1,4,1,4,1,5,5,1,3,5,3,2,5,5,4,3,1,3,4,1,3,4,1,1,4,1,1,3,1,3,1,3,5,5,3,5,5,1,5,3,5,2,4,1,4,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,5,5,4,4,5,5,5,5,4,5,5,3,4,5,3,5,4,5,3,5,4,4,4,1,1,1,1,2,1,1,1,3,5,2,4,5,4,1,5,,2,53,1,,1,4,1,,1,4,"Images and how we think, whether in words or pictures",1,I visualised the words,No
2024-04-10 00:16:43,2024-04-10 00:26:27,583,2024-04-10 00:26:28,kz6mp8sc,5ff48377559f43b84295ffd3,4,3,4,4,4,4,3,4,3,3,4,2,3,4,5,4,2,4,1,2,3,3,2,4,2,2,2,2,1,4,4,4,5,2,3,3,3,5,4,3,5,2,1,5,2,2,3,3,2,4,3,5,5,5,5,5,5,5,5,5,3,5,5,4,5,4,4,4,4,4,5,4,4,3,4,4,4,4,3,4,5,4,5,4,4,4,3,4,1,2,3,5,4,3,4,5,5,2,3,4,1,1,,2,27,2,,1,2,1,,1,4,synthsethsias,1,:),
2024-04-10 00:20:05,2024-04-10 00:26:29,383,2024-04-10 00:26:30,8ecte64z,5e33cc331cdf263914f534c7,1,5,1,5,2,4,2,4,5,1,5,4,2,1,5,5,1,5,1,2,3,5,1,5,1,1,4,2,1,3,2,3,2,3,5,5,2,1,5,1,5,2,4,1,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,4,4,4,4,2,1,5,4,4,4,4,4,4,4,3,4,4,4,5,4,4,2,4,3,5,1,5,3,5,1,3,5,4,1,2,,2,21,1,,1,4,1,,1,4,Ability to picture things in the mind's eye,1,I answered Yes,
2024-04-10 00:18:53,2024-04-10 00:26:35,462,2024-04-10 00:26:36,1zhrzrjd,5a9ea9fe1ade740001b92063,2,5,1,4,1,5,1,3,5,1,5,4,1,1,3,4,1,4,1,3,4,5,2,4,2,3,5,1,3,4,2,2,2,4,4,5,4,5,5,2,4,4,5,5,4,1,4,5,5,3,5,5,5,3,3,5,5,3,3,5,5,3,3,4,5,4,3,5,4,5,4,4,5,4,4,4,4,4,5,4,5,4,2,4,5,5,3,4,3,4,5,5,1,4,1,2,1,5,4,4,1,2,,2,50,1,,1,4,1,,1,4,unsure,1,"none
",
2024-04-10 00:06:09,2024-04-10 00:26:44,1234,2024-04-10 00:26:45,kn5aafdw,61459be797c9650ece9bcc0a,3,2,4,2,5,5,3,2,2,3,5,2,2,4,4,4,2,5,1,1,5,5,2,5,4,2,5,4,2,5,4,4,4,3,5,2,1,5,3,2,1,3,2,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,3,5,5,5,2,4,5,5,5,4,3,4,3,2,3,4,4,2,1,2,1,1,3,4,5,3,4,5,5,4,3,4,1,1,,2,63,2,,1,"1,2",1,,1,5,how you see things in your minds eye. Either words or images,1,answered yes,-
2024-04-10 00:17:51,2024-04-10 00:27:37,585,2024-04-10 00:27:38,pcbd5n95,5fe7adc9e6b2816666cab9ea,3,4,2,3,2,4,2,2,3,1,4,4,2,3,4,3,2,3,1,3,3,3,2,3,2,2,5,3,2,3,2,1,3,2,4,3,3,5,3,1,3,3,3,4,3,3,4,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,3,5,3,4,5,4,3,5,4,4,5,3,4,4,4,3,3,4,3,3,2,5,3,1,2,2,3,3,4,3,4,1,5,4,4,3,5,1,1,,2,26,2,,1,4,1,,1,4,This study was about memory and how we imagine things and scenarios,1,answered yes,
2024-04-10 00:10:20,2024-04-10 00:27:51,1050,2024-04-10 00:27:51,pbedve5q,651f35be1781043feebd3069,2,4,2,4,2,4,2,4,4,2,4,4,2,3,4,4,2,4,1,4,4,4,2,4,2,2,4,1,3,3,2,2,2,2,4,4,3,5,4,2,4,3,4,4,3,1,4,3,3,5,3,3,3,5,3,3,3,3,2,5,5,5,5,4,4,4,3,4,4,3,4,4,2,4,4,4,3,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,4,2,1,4,4,4,4,4,1,1,,2,52,1,,1,4,1,,1,4,"it was cool, and quite different
thank you, and good luck with your research : )",1,I answered yes,good luck with your research : )
