StartDate,EndDate,Duration (in seconds),RecordedDate,Q258,welcome,osviq-spatial-1,osviq-verbal-1,osviq-spatial-2,osviq-verbal-2,osviq-spatial-3,osviq-object-1,osviq-spatial-4,osviq-verbal-3,osviq-verbal-4,osviq-spatial-5,osviq-object-2,osviq-object-3,osviq-object-4,osviq-spatial-6,osviq-object-5,osviq-verbal-5,osviq-spatial-7,osviq-object-6,osivq-catch-1,osviq-verbal-6,osviq-object-7,osviq-verbal-7,osviq-verbal-8,osviq-object-8,osviq-verbal-9,osviq-spatial-8,osviq-object-9,osviq-spatial-9,osviq-verbal-10,osviq-object-10,osviq-spatial-10,osviq-spatial-11,osviq-spatial-12,osviq-object-11,osviq-object-12,osviq-verbal-11,osviq-verbal-12,osivq-catch-2,osviq-verbal-13,osviq-spatial-13,osviq-verbal-14,osviq-object-13,osviq-verbal-15,osviq-spatial-14,osviq-object-14,osviq-spatial-15,osviq-object-15,vviq1,vviq2,vviq3,vviq4,vviq5,vviq6,vviq7,vviq8,vviq9,vviq10,vviq11,vviq12,vviq13,vviq14,vviq15,vviq16,irq-visual-1,irq-visual-2,irq-visual-3,irq-visual-4,irq-visual-5,irq-visual-6,irq-visual-7,irq-visual-8,irq-visual-9,irq-visual-10,irq-verbal-1,irq-verbal-2,irq-verbal-3,irq-verbal-4,irq-verbal-5,irq-verbal-6,irq-verbal-7,irq-verbal-8,irq-verbal-9,irq-verbal-10,irq-verbal-11,irq-verbal-12,irq-ortho-1,irq-ortho-2,irq-ortho-3,irq-ortho-4,irq-ortho-5,irq-ortho-6,irq-ortho-7,irq-manipulation-1,irq-manipulation-2,irq-manipulation-3,irq-manipulation-4,irq-manipulation-5,irq-manipulation-6,irq-manipulation-7,irq-manipulation-8,irq-catch-1,phenomenology,phenomenology_6_TEXT,previousParticipatio,age,gender,gender_5_TEXT,handedness,immigrationStatus,vision,vision_3_TEXT,native-language,education,feedback-task,strategy-cat,strategy-open,feedback-general
2024-04-10 00:12:41,2024-04-10 00:32:19,1178,2024-04-10 00:32:20,ts6zvbnb,655abc4b346b2b209cd1ceb2,3,4,2,4,3,3,3,3,3,3,4,3,3,3,4,3,3,4,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,3,3,3,4,3,3,3,3,2,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,2,2,3,2,3,3,3,3,2,3,3,2,3,4,3,4,3,3,3,4,2,3,3,2,1,1,1,3,3,4,3,2,3,3,3,3,3,3,1,1,,2,23,1,,1,4,2,,1,4,A study about the minds eye and how you picture and visualise inside the mind,1,N/A,
2024-04-10 00:17:28,2024-04-10 00:32:34,905,2024-04-10 00:32:34,ktyh9fyv,65c7348651be052319221221,1,5,1,3,2,3,3,4,5,3,4,5,2,2,3,5,1,3,1,4,3,4,4,3,3,2,2,1,4,3,1,1,2,3,2,5,2,5,5,2,4,2,4,2,3,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,2,1,1,2,2,2,2,1,2,3,2,2,4,3,3,3,2,2,4,2,3,3,2,1,1,1,2,2,2,1,1,1,1,1,2,4,1,1,5,,2,26,1,,1,4,1,,1,4,The way that we think and remember things,2,"I don't think I had a strategy, I just looked at the key word and then checked if the picture matched",
2024-04-10 00:20:02,2024-04-10 00:32:34,751,2024-04-10 00:32:36,4un8atge,65e52316feb15ebecb300883,2,5,3,4,2,4,3,4,5,3,4,3,1,2,4,5,2,4,1,2,4,5,2,3,4,3,4,2,4,2,3,3,3,2,4,5,3,5,4,3,4,1,4,2,3,2,2,2,2,4,3,2,3,3,3,4,1,2,3,3,2,2,2,4,3,3,3,4,3,3,2,2,2,2,4,4,5,4,2,4,5,3,5,3,5,2,1,1,1,1,4,1,2,5,2,3,2,2,5,3,1,5,,2,43,1,,1,4,1,,1,4,Visual processing and language.,2,I said the sentences out loud before / while progressing to the picture,
2024-04-10 00:14:11,2024-04-10 00:33:15,1144,2024-04-10 00:33:15,4sw2goal,5bd0a57f446a8e0001204390,4,5,1,4,2,4,2,2,3,2,4,5,2,3,5,4,2,4,1,3,4,3,2,4,2,2,5,2,2,4,2,4,4,3,4,5,2,5,5,2,4,4,4,4,4,2,4,5,5,3,5,3,3,3,5,3,3,5,5,3,3,2,3,4,4,4,5,5,5,3,3,5,2,4,4,5,4,4,5,5,5,5,5,4,4,4,4,4,3,3,5,4,4,5,5,5,4,4,5,5,1,3,,2,52,1,,1,4,1,,1,4,reaction times to visual cues and the relationship to the type of thinker one is,1,i answered yes,
2024-04-10 00:14:00,2024-04-10 00:33:27,1167,2024-04-10 00:33:28,dv2j6qcp,65b8ddbb1c28c3a472bf4dc0,1,4,1,2,3,5,1,4,3,1,5,5,4,1,4,3,3,5,1,4,5,3,1,3,3,1,5,4,2,5,4,1,1,5,4,3,1,5,3,2,4,4,1,2,5,2,5,5,5,3,3,5,3,3,5,5,3,5,2,3,3,3,3,5,4,5,5,5,5,5,4,5,2,4,5,5,5,5,4,4,5,5,2,5,3,2,3,3,3,4,4,5,2,5,1,4,2,5,4,4,1,6,in videos if that makes sense like a constant reel of film playing and replaying everything visually. Technically 'in pictures' because it is like visual pictures but its just like constant moving pictures.,2,19,1,,1,4,1,,1,2,I thought it would be about memory in the first half but I think it's about how you think and visualise things in general. It also said earlier in the study the purpose was to determine how clearly you can visualise things in your minds eye.,1,N/A,
2024-04-10 00:16:26,2024-04-10 00:33:29,1022,2024-04-10 00:33:29,ha8vk9wh,6268f4810cd59e084565cfef,3,4,4,2,4,5,2,4,5,2,5,1,1,4,3,4,3,4,1,3,4,3,2,4,2,2,4,2,3,4,2,5,4,5,5,4,2,5,4,2,3,3,3,4,4,1,4,3,3,3,3,3,2,2,3,3,3,3,5,3,3,3,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,4,5,5,4,2,1,5,1,1,5,5,4,4,5,4,5,2,4,5,1,1,,2,55,2,,1,4,1,,1,5,Verbal and visual cognisance or the ability to do both,1,I was thinking of the word needed,
2024-04-10 00:20:43,2024-04-10 00:33:48,785,2024-04-10 00:33:48,6smlaaak,5ca35f23219293001653e971,1,5,1,4,1,4,1,1,5,1,4,4,2,1,2,4,1,4,1,2,4,3,3,3,4,3,4,2,3,3,1,1,3,2,4,3,3,5,4,2,4,3,3,4,3,1,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,2,5,2,4,3,4,4,5,1,2,,2,58,1,,1,4,1,,1,2,People's cognitive ability,1,N/A,
2024-04-10 00:22:51,2024-04-10 00:34:49,718,2024-04-10 00:34:50,gt1ffxbg,660e9bb3e4a6dc5e95207889,2,4,1,4,2,3,2,5,4,1,4,5,2,3,5,4,1,5,1,5,3,2,1,4,2,4,4,1,1,4,4,2,4,4,4,3,1,5,5,4,4,3,4,4,5,2,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,2,2,4,5,4,4,4,4,5,5,5,2,4,5,5,5,5,4,4,3,5,5,5,5,4,1,5,1,5,4,5,4,5,2,5,4,4,3,4,1,3,,2,60,1,,1,4,1,,1,2,How we think (visually vs non visually),1,n/a,
2024-04-10 00:16:36,2024-04-10 00:35:42,1145,2024-04-10 00:35:43,5gfus4s4,5b6ad0816e85f50001ed3af8,4,5,2,5,3,3,3,1,5,2,5,5,4,5,4,5,2,4,1,1,3,3,3,4,3,1,3,4,1,4,1,4,4,3,4,5,3,5,5,1,5,4,5,5,2,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,4,5,3,4,2,3,3,2,3,5,4,4,5,5,4,2,2,1,1,2,5,3,4,5,5,4,3,5,5,5,5,1,6,In pictures and spoken words equally and combined,2,59,1,,1,4,1,,1,4,ability to visualise and verbalise internally and differences in how people do that.,1,"I didn't answer no, so you should allow me to leave this section blank :)",It's difficult to define how clearly I visualise things. There's definitely and internally audible commentary though :)
2024-04-10 00:20:03,2024-04-10 00:35:47,944,2024-04-10 00:35:48,fxm9ofoe,561cdc083d7fe800050f591a,3,4,1,5,1,4,2,3,4,1,5,5,1,2,3,5,2,3,1,4,3,5,2,4,3,2,4,1,5,2,1,4,3,2,5,5,5,5,5,1,5,1,4,2,3,1,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,3,2,3,4,3,2,3,3,2,3,3,3,5,5,5,5,4,4,5,3,5,5,3,5,3,2,2,1,2,3,3,3,5,4,4,3,3,5,5,1,3,,2,58,1,,1,4,1,,1,4,Whether people use words or pictures to remember things,2,"It's hard to describe.  I just know what a lobster looks like, for example, so I can relate the image to the word without having to call it up in my mind.",N/A
2024-04-10 00:26:40,2024-04-10 00:35:48,547,2024-04-10 00:35:49,7u59l4qh,63c537386dd6755dd6fb3f35,2,5,1,5,3,3,1,4,5,3,3,4,4,2,4,5,1,5,1,5,4,5,1,5,1,2,5,2,5,5,1,1,2,2,5,5,5,5,4,3,5,4,5,1,1,1,4,3,3,2,2,5,5,3,3,4,4,1,1,3,3,3,2,5,5,5,2,4,4,5,3,1,3,4,4,5,5,5,4,5,5,4,5,1,5,4,1,4,1,3,4,5,1,2,1,4,1,2,5,2,1,1,,2,45,2,,1,4,1,,1,5,This study was about the relationship between communication and mental imagery. ,1,I wrote yes,Thank you
2024-04-10 00:24:34,2024-04-10 00:35:51,676,2024-04-10 00:35:52,x1w9s9wb,65b7fc395a2192aef56dc13f,4,4,4,4,2,5,3,1,3,3,5,2,2,3,4,4,2,2,1,2,4,4,2,3,2,2,4,3,2,3,1,3,4,3,4,4,4,5,3,3,4,2,2,4,3,1,4,3,3,2,2,5,5,3,3,3,2,3,3,3,5,3,3,4,4,4,4,4,5,4,4,3,2,4,4,4,3,4,3,4,4,1,4,2,4,3,2,2,4,4,4,4,4,4,5,4,4,2,4,4,1,1,,2,41,1,,1,4,1,,1,4,Understanding of images and the way the brain processes them,1,NA - answered yes,
2024-04-10 00:18:20,2024-04-10 00:35:59,1058,2024-04-10 00:36:00,50y4qm28,611ceae6cc4047f40f350c53,1,3,3,3,3,3,3,2,3,4,4,3,2,3,3,3,3,3,1,3,3,4,3,3,3,4,3,2,3,4,3,2,2,2,3,2,3,5,3,3,3,4,2,3,3,2,3,4,4,4,2,2,2,2,5,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,3,1,3,3,4,3,3,4,1,3,3,2,1,1,3,3,3,2,2,2,2,3,2,3,3,1,5,,2,36,2,,1,4,1,,1,2,I have no idea ,1,I answered yes ,no thanks 
2024-04-10 00:16:34,2024-04-10 00:35:59,1165,2024-04-10 00:36:00,u7a042ox,63fc7ac4c0ba10b71a25a63d,3,4,4,3,3,3,3,4,4,2,4,2,3,2,2,4,2,4,1,2,3,2,4,3,2,4,3,3,4,2,4,4,4,2,4,4,2,1,3,2,3,2,3,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,3,3,3,3,2,2,3,4,3,4,4,4,3,4,4,4,1,1,,2,56,2,,1,4,1,,1,2,Memory,1,As mentioned,
2024-04-10 00:04:43,2024-04-10 00:36:32,1909,2024-04-10 00:36:33,uxmlocrk,5e11b6c6e297d5848923f092,4,4,1,4,2,2,2,2,5,1,5,5,4,4,5,4,1,5,1,2,4,3,1,5,1,1,4,3,2,5,3,5,5,3,5,4,2,5,5,2,3,4,2,4,4,2,4,2,3,3,2,5,3,5,3,3,4,3,3,2,2,2,3,5,5,5,5,4,4,5,4,4,2,5,5,5,5,4,5,5,3,5,5,5,4,3,4,4,4,5,5,5,4,5,5,4,4,5,4,4,1,3,,2,41,1,,1,3,1,,1,4,Differences in responses by people with preferences to either verbal or visual reasoning.,1,"I answered yes but can't move on without typing something here.  BUT- my initial responses were probably wrong because I was visualising the item in the context of the sentence, so if the picture didn't match, eg a whole watermelon shown when the sentence mentioned watermelon in a bowl, I think I was initially responding N.","As per previous response, I may have started answering the first section incorrectly due to the image not matching the context of the sentence.  I laughed at the ""bread in the toaster"" with the image of toast.  That was kind of mean!"
2024-04-10 00:21:40,2024-04-10 00:36:56,915,2024-04-10 00:36:57,xvf1u3h7,6613eaa8e44e25e801f85215,2,3,4,4,4,3,2,2,3,2,4,4,3,2,4,4,2,4,1,4,3,3,2,4,2,2,3,1,3,3,1,3,3,2,4,3,2,5,4,2,3,4,2,2,4,1,4,2,2,3,3,2,2,2,2,4,2,4,2,3,3,2,2,5,4,4,3,4,4,4,3,5,2,3,4,5,5,5,5,5,5,5,3,3,5,2,2,4,2,2,4,4,2,4,3,4,2,4,2,4,1,6,Both in spoken words and pictures,2,31,1,,2,4,1,,1,4,"It was really interesting, thank you! As a suggestion, a test run of the first task would be great.",1,I answered yes,A suggestion would be to do a test run of the first task
2024-04-10 00:21:39,2024-04-10 00:36:59,920,2024-04-10 00:37:00,2f58wn8r,62d559fefc52957596b0888f,3,4,4,3,2,3,4,3,2,4,2,4,2,2,4,4,3,4,1,4,4,2,2,4,4,3,5,3,4,4,4,4,2,4,4,2,4,5,4,4,4,2,2,2,4,4,4,3,2,2,3,4,3,3,3,2,2,5,3,5,2,5,3,5,5,5,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,1,4,4,5,5,3,5,4,4,5,4,4,4,5,1,4,2,5,1,3,,2,26,2,,1,1,1,,1,4,it was fun,1,I did,
2024-04-10 00:09:13,2024-04-10 00:37:21,1687,2024-04-10 00:37:21,w0drbwyz,611186d40980596231774f98,3,4,1,3,1,4,2,4,4,3,2,5,4,4,3,3,2,4,1,3,3,4,2,4,3,3,3,3,2,4,4,3,4,3,3,3,1,5,4,3,2,4,2,3,3,3,2,3,3,4,3,2,2,2,2,3,3,3,2,2,2,2,4,4,4,4,4,3,5,4,4,3,2,2,3,4,4,3,2,4,2,4,3,4,4,3,1,2,1,3,1,4,3,5,2,4,4,4,3,2,1,1,,2,25,2,,1,2,1,,1,2,How we process written words and images both in the moment and through recollection.,2,"Reading the sentence once in my head and then a second time out loud as I pressed the space bar, by the time the picture appeared it was fresh in my brain",no
2024-04-10 00:19:59,2024-04-10 00:39:21,1161,2024-04-10 00:39:22,09g1jpab,5c58244f62290e00012fa64c,1,5,1,5,1,3,2,4,5,2,5,5,1,1,4,5,2,3,1,5,2,4,3,3,4,3,3,1,4,1,1,1,1,1,2,5,3,5,4,1,3,1,5,2,3,3,3,2,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,1,1,1,1,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,3,2,3,2,1,5,1,1,5,,2,76,1,,1,4,1,,1,4,no idea,1,I answered yes,
2024-04-10 00:20:41,2024-04-10 00:39:22,1121,2024-04-10 00:39:23,cmczaxy4,613153aec614f7628f85a872,3,4,3,4,3,4,2,4,3,4,4,3,4,3,4,5,2,4,1,2,4,4,4,4,2,4,4,2,3,3,2,3,3,2,4,4,3,5,3,2,4,3,4,3,4,2,4,2,3,4,2,2,3,2,3,5,3,5,3,2,3,3,2,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,2,2,4,2,4,2,2,3,2,4,2,4,3,3,2,4,4,3,3,4,1,1,,2,34,1,,1,4,1,,1,4,Memory task and understanding and also how i see the world,1,answered yes ,
2024-04-10 00:23:44,2024-04-10 00:39:32,947,2024-04-10 00:39:32,5ay3wop8,60fc697f8b63cd2dbaeec6cd,1,2,1,4,4,3,1,2,2,1,5,4,1,1,1,4,1,4,1,1,4,3,5,4,1,1,4,1,1,1,1,1,1,1,4,4,2,5,5,1,5,4,3,5,3,1,4,5,5,5,5,3,5,2,5,5,3,5,5,5,5,5,5,5,5,4,5,5,3,3,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,1,1,1,4,1,5,5,1,5,1,5,1,4,5,5,1,3,,2,41,1,,1,4,1,,1,4,Is it about how people think and process thoughts in their head? I'd never considered before that you could think in different ways. ,2,I was picking out the key word and seeing if the picture corresponded. ,
2024-04-10 00:13:59,2024-04-10 00:39:50,1551,2024-04-10 00:39:51,wk2y2z1h,5c2a81fd10677f0001dc57af,2,2,4,2,1,5,5,4,4,3,3,4,5,4,4,3,4,5,1,2,4,4,2,3,3,4,5,3,4,4,4,2,5,3,4,2,3,5,4,4,3,5,2,3,4,3,5,5,3,2,3,5,5,3,5,3,3,5,5,3,3,3,5,3,4,4,5,5,4,4,5,3,4,5,4,5,4,2,3,4,5,4,3,4,3,3,4,4,3,3,5,3,2,3,2,2,4,1,3,5,1,1,,2,34,2,,1,4,1,,1,2,If we see through pictures in our memory ,1,n/a,loved it thanks
